Vehicle ID,Trip start,Trip end,Trip duration (min),Trip distance (km),Idle time (min),Stop-start count,Avg speed,Avg engine load,Driving pattern
VEH-027,2025-12-19T11:15:00+00:00,2025-12-19T16:05:00+00:00,290,410.3,10,2,84.9,57.1,Highway Cruise
VEH-027,2025-12-19T19:35:00+00:00,2025-12-20T06:40:00+00:00,665,959.5,0,0,86.6,59.9,Highway Cruise
VEH-027,2025-12-20T10:10:00+00:00,2025-12-20T12:55:00+00:00,165,226.9,10,1,82.5,58.1,Highway Cruise
VEH-027,2025-12-20T19:50:00+00:00,2025-12-21T06:30:00+00:00,640,884.6,20,4,82.9,58.4,Highway Cruise
VEH-027,2025-12-21T09:25:00+00:00,2025-12-22T06:55:00+00:00,1290,1367.6,345,4,63.6,47.0,Highway Cruise (Long Haul)
VEH-027,2025-12-22T09:30:00+00:00,2025-12-22T16:15:00+00:00,405,558.1,15,3,82.7,57.3,Highway Cruise
VEH-027,2025-12-23T00:30:00+00:00,2025-12-23T04:30:00+00:00,240,335.0,5,1,83.8,56.8,Highway Cruise
VEH-027,2025-12-23T12:15:00+00:00,2025-12-23T15:35:00+00:00,200,291.9,0,0,87.6,61.2,Highway Cruise
VEH-027,2025-12-23T22:00:00+00:00,2025-12-24T00:55:00+00:00,175,73.8,0,0,25.3,35.5,City Delivery
VEH-027,2025-12-24T09:00:00+00:00,2025-12-24T12:45:00+00:00,225,318.7,5,1,85.0,60.3,Highway Cruise
VEH-027,2025-12-24T18:10:00+00:00,2025-12-24T22:40:00+00:00,270,376.6,5,1,83.7,57.4,Highway Cruise
VEH-027,2025-12-25T00:15:00+00:00,2025-12-25T02:50:00+00:00,155,66.7,0,0,25.8,34.8,City Delivery
VEH-027,2025-12-25T04:55:00+00:00,2025-12-25T14:45:00+00:00,590,608.9,5,1,61.9,75.1,Heavy Haul
VEH-027,2025-12-25T19:30:00+00:00,2025-12-25T23:40:00+00:00,250,108.8,0,0,26.1,35.7,City Delivery
VEH-027,2025-12-26T03:55:00+00:00,2025-12-27T05:10:00+00:00,1515,1623.8,410,1,64.3,46.8,Highway Cruise (Long Haul)
VEH-027,2025-12-27T06:55:00+00:00,2025-12-27T12:25:00+00:00,330,477.8,0,0,86.9,59.6,Highway Cruise
VEH-027,2025-12-27T17:50:00+00:00,2025-12-28T04:15:00+00:00,625,892.0,15,3,85.6,59.2,Highway Cruise
VEH-027,2025-12-28T07:40:00+00:00,2025-12-28T15:15:00+00:00,455,665.5,10,2,87.8,59.9,Highway Cruise
VEH-027,2025-12-28T22:55:00+00:00,2025-12-29T02:55:00+00:00,240,354.1,0,0,88.5,59.3,Highway Cruise
VEH-027,2025-12-29T09:50:00+00:00,2025-12-29T15:25:00+00:00,335,488.2,5,1,87.4,60.7,Highway Cruise
VEH-027,2025-12-29T20:20:00+00:00,2025-12-29T23:20:00+00:00,180,72.8,15,2,24.3,33.3,City Delivery
VEH-027,2025-12-30T06:35:00+00:00,2025-12-30T09:15:00+00:00,160,234.7,0,0,88.0,60.9,Highway Cruise
VEH-027,2025-12-30T14:00:00+00:00,2025-12-30T17:30:00+00:00,210,296.0,5,1,84.6,57.2,Highway Cruise
VEH-028,2025-12-01T00:00:00+00:00,2025-12-01T04:50:00+00:00,290,136.8,5,1,28.3,35.4,City Delivery
VEH-028,2025-12-01T14:30:00+00:00,2025-12-01T18:25:00+00:00,235,338.6,10,2,86.4,58.6,Highway Cruise
VEH-028,2025-12-01T20:55:00+00:00,2025-12-02T04:15:00+00:00,440,617.1,15,3,84.2,58.8,Highway Cruise
VEH-028,2025-12-02T05:40:00+00:00,2025-12-02T09:15:00+00:00,215,95.1,10,2,26.5,34.2,City Delivery
VEH-028,2025-12-02T19:05:00+00:00,2025-12-02T20:40:00+00:00,95,49.7,0,0,31.4,37.5,City Delivery
VEH-028,2025-12-03T03:00:00+00:00,2025-12-03T04:00:00+00:00,60,26.7,0,0,26.7,35.7,City Delivery
VEH-028,2025-12-03T08:00:00+00:00,2025-12-03T09:40:00+00:00,100,41.3,0,0,24.8,32.8,City Delivery
VEH-028,2025-12-03T13:40:00+00:00,2025-12-03T18:40:00+00:00,300,422.2,5,1,84.4,58.1,Highway Cruise
VEH-028,2025-12-04T01:55:00+00:00,2025-12-04T04:30:00+00:00,155,53.9,5,1,20.9,32.7,City Delivery
VEH-028,2025-12-04T13:15:00+00:00,2025-12-04T17:15:00+00:00,240,108.3,10,2,27.1,35.9,City Delivery
VEH-028,2025-12-04T20:50:00+00:00,2025-12-05T01:25:00+00:00,275,127.5,5,1,27.8,36.9,City Delivery
VEH-028,2025-12-05T06:00:00+00:00,2025-12-05T09:45:00+00:00,225,93.0,10,2,24.8,33.2,City Delivery
VEH-028,2025-12-05T13:20:00+00:00,2025-12-05T16:20:00+00:00,180,244.6,15,2,81.5,56.2,Highway Cruise
VEH-028,2025-12-05T19:40:00+00:00,2025-12-06T04:35:00+00:00,535,754.9,15,3,84.7,58.9,Highway Cruise
VEH-028,2025-12-06T09:25:00+00:00,2025-12-06T14:55:00+00:00,330,484.2,0,0,88.0,61.3,Highway Cruise
VEH-028,2025-12-06T23:55:00+00:00,2025-12-07T03:10:00+00:00,195,104.9,0,0,32.3,38.2,City Delivery
VEH-028,2025-12-07T11:10:00+00:00,2025-12-07T15:20:00+00:00,250,102.5,0,0,24.6,34.9,City Delivery
VEH-028,2025-12-08T00:00:00+00:00,2025-12-08T02:00:00+00:00,120,46.7,5,1,23.4,33.8,City Delivery
VEH-028,2025-12-08T06:20:00+00:00,2025-12-08T10:30:00+00:00,250,107.0,10,1,25.7,34.3,City Delivery
VEH-028,2025-12-08T15:10:00+00:00,2025-12-08T22:05:00+00:00,415,592.4,5,1,85.6,58.7,Highway Cruise
VEH-028,2025-12-09T02:10:00+00:00,2025-12-09T09:25:00+00:00,435,445.0,10,2,61.4,73.3,Heavy Haul
VEH-028,2025-12-09T16:45:00+00:00,2025-12-09T18:10:00+00:00,85,32.3,0,0,22.8,34.6,City Delivery
VEH-028,2025-12-09T20:05:00+00:00,2025-12-10T03:45:00+00:00,460,475.8,0,0,62.1,75.4,Heavy Haul
VEH-028,2025-12-10T07:00:00+00:00,2025-12-10T16:00:00+00:00,540,774.2,10,2,86.0,58.4,Highway Cruise
VEH-028,2025-12-11T00:10:00+00:00,2025-12-11T02:10:00+00:00,120,53.6,0,0,26.8,36.5,City Delivery
VEH-028,2025-12-11T05:15:00+00:00,2025-12-11T10:05:00+00:00,290,129.3,0,0,26.7,36.4,City Delivery
VEH-028,2025-12-11T12:55:00+00:00,2025-12-11T21:50:00+00:00,535,791.4,0,0,88.8,60.7,Highway Cruise
VEH-028,2025-12-11T23:20:00+00:00,2025-12-12T01:55:00+00:00,155,61.2,0,0,23.7,36.7,City Delivery
VEH-028,2025-12-12T09:40:00+00:00,2025-12-12T14:20:00+00:00,280,291.2,5,1,62.4,74.1,Heavy Haul
VEH-028,2025-12-12T22:20:00+00:00,2025-12-13T08:35:00+00:00,615,860.9,20,4,84.0,58.4,Highway Cruise
VEH-028,2025-12-13T15:50:00+00:00,2025-12-13T19:50:00+00:00,240,118.3,0,0,29.6,37.0,City Delivery
VEH-028,2025-12-13T20:55:00+00:00,2025-12-14T00:15:00+00:00,200,80.0,0,0,24.0,33.4,City Delivery
VEH-028,2025-12-14T07:20:00+00:00,2025-12-14T09:00:00+00:00,100,40.5,5,1,24.3,33.7,City Delivery
VEH-028,2025-12-14T10:20:00+00:00,2025-12-14T13:15:00+00:00,175,75.2,5,1,25.8,34.9,City Delivery
VEH-028,2025-12-14T15:20:00+00:00,2025-12-14T18:35:00+00:00,195,97.2,5,1,29.9,35.0,City Delivery
VEH-028,2025-12-14T23:05:00+00:00,2025-12-15T04:10:00+00:00,305,130.9,0,0,25.8,34.0,City Delivery
VEH-028,2025-12-15T14:05:00+00:00,2025-12-16T00:05:00+00:00,600,840.6,15,3,84.1,57.4,Highway Cruise
VEH-028,2025-12-16T05:40:00+00:00,2025-12-16T23:55:00+00:00,1095,1066.5,370,4,58.4,44.6,Highway Cruise (Long Haul)
VEH-028,2025-12-17T06:00:00+00:00,2025-12-17T08:15:00+00:00,135,57.7,5,1,25.6,33.7,City Delivery
VEH-028,2025-12-17T13:40:00+00:00,2025-12-17T23:10:00+00:00,570,803.7,20,4,84.6,58.6,Highway Cruise
VEH-028,2025-12-18T06:40:00+00:00,2025-12-18T14:00:00+00:00,440,649.4,5,1,88.6,59.8,Highway Cruise
VEH-028,2025-12-18T22:15:00+00:00,2025-12-19T03:15:00+00:00,300,141.6,5,1,28.3,36.9,City Delivery
VEH-028,2025-12-19T08:50:00+00:00,2025-12-19T10:20:00+00:00,90,37.3,0,0,24.9,35.7,City Delivery
VEH-028,2025-12-19T18:10:00+00:00,2025-12-19T21:45:00+00:00,215,310.4,0,0,86.6,59.7,Highway Cruise
VEH-028,2025-12-20T04:30:00+00:00,2025-12-20T18:10:00+00:00,820,841.5,15,3,61.6,74.6,Heavy Haul
VEH-028,2025-12-20T21:35:00+00:00,2025-12-21T00:15:00+00:00,160,240.2,0,0,90.1,61.2,Highway Cruise
VEH-028,2025-12-21T06:05:00+00:00,2025-12-21T11:10:00+00:00,305,143.0,0,0,28.1,35.8,City Delivery
VEH-028,2025-12-21T12:55:00+00:00,2025-12-21T16:55:00+00:00,240,114.3,0,0,28.6,36.5,City Delivery
VEH-028,2025-12-21T23:10:00+00:00,2025-12-23T00:45:00+00:00,1535,1705.5,375,3,66.7,48.8,Highway Cruise (Long Haul)
VEH-028,2025-12-23T09:25:00+00:00,2025-12-23T13:15:00+00:00,230,239.9,0,0,62.6,75.5,Heavy Haul
VEH-028,2025-12-23T20:00:00+00:00,2025-12-24T00:25:00+00:00,265,122.4,10,2,27.7,34.7,City Delivery
VEH-028,2025-12-24T05:20:00+00:00,2025-12-24T06:55:00+00:00,95,45.2,0,0,28.5,34.5,City Delivery
VEH-028,2025-12-24T12:55:00+00:00,2025-12-24T16:20:00+00:00,205,90.3,10,2,26.4,35.9,City Delivery
VEH-028,2025-12-24T21:45:00+00:00,2025-12-24T23:00:00+00:00,75,33.0,0,0,26.4,34.7,City Delivery
VEH-028,2025-12-25T08:15:00+00:00,2025-12-25T11:20:00+00:00,185,80.2,0,0,26.0,36.3,City Delivery
VEH-028,2025-12-25T19:25:00+00:00,2025-12-25T22:50:00+00:00,205,97.5,5,1,28.5,35.6,City Delivery
VEH-028,2025-12-26T06:40:00+00:00,2025-12-26T08:30:00+00:00,110,55.4,0,0,30.2,38.1,City Delivery
VEH-028,2025-12-26T14:55:00+00:00,2025-12-26T16:20:00+00:00,85,34.7,0,0,24.5,36.8,City Delivery
VEH-028,2025-12-26T22:35:00+00:00,2025-12-27T04:35:00+00:00,360,515.6,10,2,85.9,58.9,Highway Cruise
VEH-028,2025-12-27T09:30:00+00:00,2025-12-27T18:45:00+00:00,555,790.2,15,3,85.4,59.2,Highway Cruise
VEH-028,2025-12-28T01:15:00+00:00,2025-12-28T03:15:00+00:00,120,55.4,5,0,27.7,36.0,City Delivery
VEH-028,2025-12-28T05:05:00+00:00,2025-12-28T09:50:00+00:00,285,124.1,10,1,26.1,34.8,City Delivery
VEH-028,2025-12-28T18:35:00+00:00,2025-12-28T20:10:00+00:00,95,49.7,0,0,31.4,37.6,City Delivery
VEH-028,2025-12-29T02:50:00+00:00,2025-12-29T07:35:00+00:00,285,126.2,0,0,26.6,35.4,City Delivery
VEH-028,2025-12-29T12:00:00+00:00,2025-12-29T17:20:00+00:00,320,128.0,20,4,24.0,34.4,City Delivery
VEH-028,2025-12-29T19:05:00+00:00,2025-12-30T15:40:00+00:00,1235,1214.5,400,1,59.0,44.9,Highway Cruise (Long Haul)
VEH-029,2025-12-01T00:00:00+00:00,2025-12-01T01:35:00+00:00,95,45.3,0,0,28.6,39.1,City Delivery
VEH-029,2025-12-01T02:55:00+00:00,2025-12-01T09:10:00+00:00,375,529.6,10,2,84.7,58.7,Highway Cruise
VEH-029,2025-12-01T16:25:00+00:00,2025-12-01T23:40:00+00:00,435,438.2,20,4,60.4,72.1,Heavy Haul
VEH-029,2025-12-02T06:55:00+00:00,2025-12-02T13:45:00+00:00,410,569.7,15,3,83.4,58.1,Highway Cruise
VEH-029,2025-12-02T16:30:00+00:00,2025-12-03T01:20:00+00:00,530,740.3,25,5,83.8,58.0,Highway Cruise
VEH-029,2025-12-03T04:20:00+00:00,2025-12-03T07:25:00+00:00,185,262.3,5,1,85.1,57.5,Highway Cruise
VEH-029,2025-12-03T14:50:00+00:00,2025-12-03T18:00:00+00:00,190,88.5,0,0,27.9,35.6,City Delivery
VEH-029,2025-12-03T21:15:00+00:00,2025-12-04T09:20:00+00:00,725,758.3,0,0,62.8,74.3,Heavy Haul
VEH-029,2025-12-04T15:30:00+00:00,2025-12-04T21:35:00+00:00,365,498.2,15,3,81.9,57.8,Highway Cruise
VEH-029,2025-12-05T00:15:00+00:00,2025-12-05T20:50:00+00:00,1235,1331.0,330,3,64.7,47.5,Highway Cruise (Long Haul)
VEH-029,2025-12-06T06:10:00+00:00,2025-12-06T10:45:00+00:00,275,382.8,10,2,83.5,57.0,Highway Cruise
VEH-029,2025-12-06T20:35:00+00:00,2025-12-07T02:05:00+00:00,330,469.3,5,1,85.3,59.4,Highway Cruise
VEH-029,2025-12-07T07:40:00+00:00,2025-12-07T09:15:00+00:00,95,45.7,0,0,28.9,35.9,City Delivery
VEH-029,2025-12-07T18:25:00+00:00,2025-12-07T21:35:00+00:00,190,268.5,5,1,84.8,58.1,Highway Cruise
VEH-029,2025-12-08T00:10:00+00:00,2025-12-08T03:30:00+00:00,200,85.7,10,2,25.7,34.3,City Delivery
VEH-029,2025-12-08T10:20:00+00:00,2025-12-08T12:25:00+00:00,125,48.1,15,1,23.1,32.6,City Delivery
VEH-029,2025-12-08T20:30:00+00:00,2025-12-09T04:30:00+00:00,480,468.4,30,6,58.5,71.5,Heavy Haul
VEH-029,2025-12-09T13:25:00+00:00,2025-12-09T15:55:00+00:00,150,58.7,15,3,23.5,36.5,City Delivery
VEH-029,2025-12-09T21:50:00+00:00,2025-12-10T02:55:00+00:00,305,426.9,10,2,84.0,57.8,Highway Cruise
VEH-029,2025-12-10T08:40:00+00:00,2025-12-10T18:25:00+00:00,585,859.6,5,1,88.2,60.7,Highway Cruise
VEH-029,2025-12-11T01:00:00+00:00,2025-12-11T06:45:00+00:00,345,477.5,20,4,83.1,57.8,Highway Cruise
VEH-029,2025-12-11T12:20:00+00:00,2025-12-11T19:50:00+00:00,450,469.9,0,0,62.7,74.6,Heavy Haul
VEH-029,2025-12-12T05:05:00+00:00,2025-12-12T14:05:00+00:00,540,773.8,15,3,86.0,58.6,Highway Cruise
VEH-029,2025-12-12T20:00:00+00:00,2025-12-13T00:30:00+00:00,270,387.4,0,0,86.1,58.5,Highway Cruise
VEH-029,2025-12-13T07:45:00+00:00,2025-12-13T11:30:00+00:00,225,97.7,10,2,26.1,34.7,City Delivery
VEH-029,2025-12-13T12:50:00+00:00,2025-12-14T02:45:00+00:00,835,840.9,25,4,60.4,72.8,Heavy Haul
VEH-029,2025-12-14T06:05:00+00:00,2025-12-14T10:30:00+00:00,265,377.9,5,1,85.6,59.1,Highway Cruise
VEH-029,2025-12-14T12:25:00+00:00,2025-12-14T15:30:00+00:00,185,254.4,5,1,82.5,58.4,Highway Cruise
VEH-029,2025-12-14T17:25:00+00:00,2025-12-14T19:35:00+00:00,130,62.5,5,1,28.9,37.3,City Delivery
VEH-029,2025-12-15T05:00:00+00:00,2025-12-15T06:15:00+00:00,75,30.9,0,0,24.7,34.8,City Delivery
VEH-029,2025-12-15T15:10:00+00:00,2025-12-15T19:15:00+00:00,245,102.0,15,3,25.0,34.3,City Delivery
VEH-029,2025-12-15T23:15:00+00:00,2025-12-16T01:30:00+00:00,135,57.3,0,0,25.5,35.8,City Delivery
VEH-029,2025-12-16T03:05:00+00:00,2025-12-16T07:50:00+00:00,285,118.5,0,0,25.0,36.1,City Delivery
VEH-029,2025-12-16T15:35:00+00:00,2025-12-17T00:40:00+00:00,545,798.0,0,0,87.9,59.6,Highway Cruise
VEH-029,2025-12-17T06:05:00+00:00,2025-12-17T11:05:00+00:00,300,135.0,0,0,27.0,36.3,City Delivery
VEH-029,2025-12-17T13:15:00+00:00,2025-12-18T02:55:00+00:00,820,839.8,5,1,61.5,74.1,Heavy Haul
VEH-029,2025-12-18T10:30:00+00:00,2025-12-19T13:55:00+00:00,1645,1760.9,445,2,64.2,47.2,Highway Cruise (Long Haul)
VEH-029,2025-12-19T17:20:00+00:00,2025-12-19T23:35:00+00:00,375,516.9,20,3,82.7,57.1,Highway Cruise
VEH-029,2025-12-20T01:10:00+00:00,2025-12-20T08:40:00+00:00,450,644.7,5,1,86.0,60.1,Highway Cruise
VEH-029,2025-12-20T14:05:00+00:00,2025-12-21T01:05:00+00:00,660,940.4,10,2,85.5,59.2,Highway Cruise
VEH-029,2025-12-21T10:15:00+00:00,2025-12-21T16:40:00+00:00,385,552.0,5,1,86.0,59.3,Highway Cruise
VEH-029,2025-12-21T19:05:00+00:00,2025-12-22T05:45:00+00:00,640,908.7,10,1,85.2,58.5,Highway Cruise
VEH-029,2025-12-22T14:00:00+00:00,2025-12-22T16:50:00+00:00,170,247.9,0,0,87.5,60.1,Highway Cruise
VEH-029,2025-12-23T01:35:00+00:00,2025-12-23T05:05:00+00:00,210,298.7,5,1,85.3,58.8,Highway Cruise
VEH-029,2025-12-23T08:15:00+00:00,2025-12-23T15:30:00+00:00,435,622.8,10,2,85.9,58.8,Highway Cruise
VEH-029,2025-12-24T00:50:00+00:00,2025-12-24T10:30:00+00:00,580,825.7,0,0,85.4,59.0,Highway Cruise
VEH-029,2025-12-24T11:30:00+00:00,2025-12-24T15:10:00+00:00,220,306.0,5,1,83.5,57.4,Highway Cruise
VEH-029,2025-12-25T00:25:00+00:00,2025-12-25T10:20:00+00:00,595,819.7,25,5,82.7,57.9,Highway Cruise
VEH-029,2025-12-25T11:35:00+00:00,2025-12-25T15:40:00+00:00,245,104.9,5,1,25.7,34.0,City Delivery
VEH-029,2025-12-25T21:30:00+00:00,2025-12-26T11:40:00+00:00,850,866.5,20,4,61.2,73.3,Heavy Haul
VEH-029,2025-12-26T15:30:00+00:00,2025-12-26T22:10:00+00:00,400,576.4,0,0,86.5,58.7,Highway Cruise
VEH-029,2025-12-27T04:20:00+00:00,2025-12-27T08:45:00+00:00,265,381.7,5,1,86.4,58.7,Highway Cruise
VEH-029,2025-12-27T15:40:00+00:00,2025-12-27T17:50:00+00:00,130,57.5,5,1,26.5,34.0,City Delivery
VEH-029,2025-12-27T23:30:00+00:00,2025-12-28T02:15:00+00:00,165,238.0,0,0,86.5,60.3,Highway Cruise
VEH-029,2025-12-28T12:10:00+00:00,2025-12-28T19:45:00+00:00,455,457.4,10,2,60.3,74.0,Heavy Haul
VEH-029,2025-12-29T04:20:00+00:00,2025-12-29T18:10:00+00:00,830,852.4,10,2,61.6,74.1,Heavy Haul
VEH-029,2025-12-29T21:15:00+00:00,2025-12-30T03:25:00+00:00,370,527.8,10,2,85.6,59.6,Highway Cruise
VEH-030,2025-12-01T00:00:00+00:00,2025-12-01T02:00:00+00:00,120,49.9,0,0,24.9,33.1,City Delivery
VEH-030,2025-12-01T08:10:00+00:00,2025-12-02T04:50:00+00:00,1240,1196.7,415,2,57.9,44.3,Highway Cruise (Long Haul)
VEH-030,2025-12-02T12:45:00+00:00,2025-12-02T17:05:00+00:00,260,380.9,0,0,87.9,60.6,Highway Cruise
VEH-030,2025-12-02T18:30:00+00:00,2025-12-03T03:30:00+00:00,540,759.3,20,4,84.4,58.3,Highway Cruise
VEH-030,2025-12-03T11:15:00+00:00,2025-12-04T15:50:00+00:00,1715,1819.7,465,4,63.7,47.7,Highway Cruise (Long Haul)
VEH-030,2025-12-04T19:20:00+00:00,2025-12-05T06:25:00+00:00,665,936.8,20,4,84.5,58.5,Highway Cruise
VEH-030,2025-12-05T07:50:00+00:00,2025-12-05T12:30:00+00:00,280,132.1,0,0,28.3,36.7,City Delivery
VEH-030,2025-12-05T16:40:00+00:00,2025-12-05T21:50:00+00:00,310,141.9,5,1,27.5,36.1,City Delivery
VEH-030,2025-12-06T04:20:00+00:00,2025-12-06T05:50:00+00:00,90,43.0,0,0,28.7,39.6,City Delivery
VEH-030,2025-12-06T15:05:00+00:00,2025-12-06T20:15:00+00:00,310,457.9,0,0,88.6,59.8,Highway Cruise
VEH-030,2025-12-06T21:30:00+00:00,2025-12-07T06:25:00+00:00,535,744.0,10,2,83.4,57.1,Highway Cruise
VEH-030,2025-12-07T11:00:00+00:00,2025-12-07T12:35:00+00:00,95,49.5,5,1,31.3,37.2,City Delivery
VEH-030,2025-12-07T22:15:00+00:00,2025-12-08T03:35:00+00:00,320,138.3,15,3,25.9,36.2,City Delivery
VEH-030,2025-12-08T11:30:00+00:00,2025-12-08T18:00:00+00:00,390,553.9,15,3,85.2,59.3,Highway Cruise
VEH-030,2025-12-08T20:55:00+00:00,2025-12-09T01:30:00+00:00,275,126.9,5,1,27.7,36.4,City Delivery
VEH-030,2025-12-09T07:30:00+00:00,2025-12-09T08:45:00+00:00,75,28.8,10,2,23.1,33.3,City Delivery
VEH-030,2025-12-09T14:35:00+00:00,2025-12-09T19:55:00+00:00,320,465.4,0,0,87.3,59.9,Highway Cruise
VEH-030,2025-12-10T05:35:00+00:00,2025-12-10T08:50:00+00:00,195,86.1,5,1,26.5,35.7,City Delivery
VEH-030,2025-12-10T15:40:00+00:00,2025-12-10T20:20:00+00:00,280,116.9,10,2,25.1,33.9,City Delivery
VEH-030,2025-12-10T21:35:00+00:00,2025-12-11T00:30:00+00:00,175,79.6,10,2,27.3,35.4,City Delivery
VEH-030,2025-12-11T06:55:00+00:00,2025-12-11T10:00:00+00:00,185,88.2,0,0,28.6,37.4,City Delivery
VEH-030,2025-12-11T19:50:00+00:00,2025-12-11T22:30:00+00:00,160,235.5,0,0,88.3,61.4,Highway Cruise
VEH-030,2025-12-12T07:50:00+00:00,2025-12-12T12:15:00+00:00,265,375.8,5,1,85.1,58.2,Highway Cruise
VEH-030,2025-12-12T20:10:00+00:00,2025-12-12T21:45:00+00:00,95,40.5,0,0,25.6,35.9,City Delivery
VEH-030,2025-12-13T07:15:00+00:00,2025-12-14T06:10:00+00:00,1375,1393.4,425,2,60.8,45.1,Highway Cruise (Long Haul)
VEH-030,2025-12-14T11:50:00+00:00,2025-12-14T16:35:00+00:00,285,148.1,0,0,31.2,36.7,City Delivery
VEH-030,2025-12-14T21:40:00+00:00,2025-12-15T10:55:00+00:00,795,804.3,25,5,60.7,72.6,Heavy Haul
VEH-030,2025-12-15T15:55:00+00:00,2025-12-15T19:10:00+00:00,195,84.1,5,1,25.9,35.2,City Delivery
VEH-030,2025-12-16T01:15:00+00:00,2025-12-16T07:35:00+00:00,380,531.2,10,2,83.9,58.1,Highway Cruise
VEH-030,2025-12-16T16:20:00+00:00,2025-12-16T19:45:00+00:00,205,87.1,0,0,25.5,36.0,City Delivery
VEH-030,2025-12-17T01:30:00+00:00,2025-12-17T10:15:00+00:00,525,765.7,5,1,87.5,60.1,Highway Cruise
VEH-030,2025-12-17T16:45:00+00:00,2025-12-17T20:30:00+00:00,225,331.3,0,0,88.3,60.4,Highway Cruise
VEH-030,2025-12-17T23:55:00+00:00,2025-12-18T10:40:00+00:00,645,926.1,10,1,86.2,59.3,Highway Cruise
VEH-030,2025-12-18T16:35:00+00:00,2025-12-18T18:45:00+00:00,130,50.4,0,0,23.3,34.2,City Delivery
VEH-030,2025-12-19T00:40:00+00:00,2025-12-19T02:30:00+00:00,110,44.9,5,1,24.5,36.1,City Delivery
VEH-030,2025-12-19T10:40:00+00:00,2025-12-19T18:25:00+00:00,465,665.7,5,1,85.9,60.0,Highway Cruise
VEH-030,2025-12-20T04:10:00+00:00,2025-12-21T17:15:00+00:00,2225,1821.0,495,3,49.1,61.4,Heavy Haul (Long Haul)
VEH-030,2025-12-21T20:30:00+00:00,2025-12-22T01:40:00+00:00,310,417.8,25,5,80.9,56.5,Highway Cruise
VEH-030,2025-12-22T09:25:00+00:00,2025-12-22T16:50:00+00:00,445,632.9,10,2,85.3,58.6,Highway Cruise
VEH-030,2025-12-22T21:55:00+00:00,2025-12-22T23:00:00+00:00,65,28.7,0,0,26.5,33.8,City Delivery
VEH-030,2025-12-23T02:40:00+00:00,2025-12-23T09:30:00+00:00,410,587.6,15,3,86.0,58.3,Highway Cruise
VEH-030,2025-12-23T14:20:00+00:00,2025-12-24T00:25:00+00:00,605,858.3,15,3,85.1,58.9,Highway Cruise
VEH-030,2025-12-24T09:15:00+00:00,2025-12-24T11:30:00+00:00,135,54.5,10,2,24.2,33.1,City Delivery
VEH-030,2025-12-24T16:25:00+00:00,2025-12-24T21:25:00+00:00,300,140.7,5,1,28.1,37.9,City Delivery
VEH-030,2025-12-24T23:15:00+00:00,2025-12-25T09:30:00+00:00,615,874.5,15,3,85.3,59.6,Highway Cruise
VEH-030,2025-12-25T11:05:00+00:00,2025-12-25T21:40:00+00:00,635,913.8,5,1,86.3,58.4,Highway Cruise
VEH-030,2025-12-26T03:45:00+00:00,2025-12-26T06:50:00+00:00,185,78.8,10,2,25.6,35.8,City Delivery
VEH-030,2025-12-26T12:00:00+00:00,2025-12-26T15:55:00+00:00,235,109.1,0,0,27.9,35.3,City Delivery
VEH-030,2025-12-26T17:55:00+00:00,2025-12-26T21:20:00+00:00,205,291.8,0,0,85.4,60.2,Highway Cruise
VEH-030,2025-12-27T07:20:00+00:00,2025-12-27T14:20:00+00:00,420,613.9,0,0,87.7,60.2,Highway Cruise
VEH-030,2025-12-27T15:50:00+00:00,2025-12-27T19:45:00+00:00,235,240.8,5,1,61.5,72.3,Heavy Haul
VEH-030,2025-12-27T21:40:00+00:00,2025-12-28T05:25:00+00:00,465,660.4,5,1,85.2,58.9,Highway Cruise
VEH-030,2025-12-28T07:45:00+00:00,2025-12-28T09:25:00+00:00,100,48.1,0,0,28.8,36.1,City Delivery
VEH-030,2025-12-28T16:50:00+00:00,2025-12-28T18:05:00+00:00,75,31.9,0,0,25.5,36.2,City Delivery
VEH-030,2025-12-29T00:40:00+00:00,2025-12-29T04:15:00+00:00,215,97.0,15,2,27.1,34.9,City Delivery
VEH-030,2025-12-29T14:10:00+00:00,2025-12-29T22:45:00+00:00,515,736.8,15,3,85.8,59.5,Highway Cruise
VEH-030,2025-12-30T02:20:00+00:00,2025-12-30T05:30:00+00:00,190,80.5,0,0,25.4,35.3,City Delivery
VEH-030,2025-12-30T08:55:00+00:00,2025-12-30T16:20:00+00:00,445,650.6,0,0,87.7,60.2,Highway Cruise
VEH-030,2025-12-30T21:00:00+00:00,2025-12-30T23:45:00+00:00,165,71.7,0,0,26.1,34.9,City Delivery
VEH-031,2025-12-01T00:00:00+00:00,2025-12-01T10:05:00+00:00,605,851.0,25,4,84.4,57.7,Highway Cruise
VEH-031,2025-12-01T18:40:00+00:00,2025-12-02T20:00:00+00:00,1520,1646.2,385,4,65.0,47.5,Highway Cruise (Long Haul)
VEH-031,2025-12-03T03:10:00+00:00,2025-12-03T09:10:00+00:00,360,508.8,15,2,84.8,57.0,Highway Cruise
VEH-031,2025-12-03T17:20:00+00:00,2025-12-03T20:15:00+00:00,175,250.1,5,1,85.7,58.7,Highway Cruise
VEH-031,2025-12-04T01:45:00+00:00,2025-12-04T08:05:00+00:00,380,523.2,20,4,82.6,57.1,Highway Cruise
VEH-031,2025-12-04T14:35:00+00:00,2025-12-04T21:35:00+00:00,420,589.8,15,3,84.3,58.8,Highway Cruise
VEH-031,2025-12-05T05:15:00+00:00,2025-12-05T12:10:00+00:00,415,592.1,15,3,85.6,58.7,Highway Cruise
